"[128, 6, 2]"
"[129, 6, 2]"
"[130, 6, 2]"
"[130, 5, 2]"
"[131, 5, 2]"
"[132, 5, 2]"
"[131, 5, 2]"
"[130, 5, 2]"
"[130, 6, 2]"
"[129, 6, 2]"
"[128, 6, 2]"
"[129, 6, 2]"
"[128, 6, 2]"
"[129, 6, 2]"
"[128, 6, 2]"
"[127, 6, 2]"
"[126, 6, 2]"
"[127, 6, 2]"
"[128, 6, 2]"
"[129, 6, 2]"
"[130, 6, 2]"
"[131, 6, 2]"
"[132, 6, 2]"
"[131, 6, 2]"
"[130, 6, 2]"
"[129, 6, 2]"
"[130, 6, 2]"
"[131, 6, 2]"
"[130, 6, 2]"
"[129, 6, 2]"
"[128, 6, 2]"
"[129, 6, 2]"
"[128, 6, 2]"
"[127, 6, 2]"
"[128, 6, 2]"
"[129, 6, 2]"
"[128, 6, 2]"
"[129, 6, 2]"
"[130, 6, 2]"
"[131, 6, 2]"
"[132, 6, 2]"
"[133, 6, 2]"
"[134, 6, 2]"
"[135, 6, 2]"
"[136, 6, 2]"
"[135, 6, 2]"
"[136, 6, 2]"
"[135, 6, 2]"
"[136, 6, 2]"
"[137, 6, 2]"
"[136, 6, 2]"
"[137, 6, 2]"
"[138, 6, 2]"
"[139, 6, 2]"
"[138, 6, 2]"
"[137, 6, 2]"
"[138, 6, 2]"
"[137, 6, 2]"
"[136, 6, 2]"
"[136, 6, 2]"
"[137, 6, 2]"
"[138, 6, 2]"
"[139, 6, 2]"
"[140, 6, 2]"
"[140, 5, 2]"
"[139, 5, 2]"
"[138, 5, 2]"
"[139, 5, 2]"
"[138, 5, 2]"
"[138, 5, 3]"
"[137, 5, 3]"
"[136, 5, 3]"
"[137, 5, 3]"
"[137, 6, 3]"
"[136, 6, 3]"
"[135, 6, 3]"
"[136, 6, 3]"
"[137, 6, 3]"
"[136, 6, 3]"
"[137, 6, 3]"
"[138, 6, 3]"
"[138, 6, 3]"
"[139, 6, 3]"
"[138, 6, 3]"
"[137, 6, 3]"
"[138, 6, 3]"
"[137, 6, 3]"
"[136, 6, 3]"
"[135, 6, 3]"
"[136, 6, 3]"
"[137, 6, 3]"
"[138, 6, 3]"
"[139, 6, 3]"
"[140, 6, 3]"
"[141, 6, 3]"
"[140, 6, 3]"
"[141, 6, 3]"
"[142, 6, 3]"
"[141, 6, 3]"
"[140, 6, 3]"
"[141, 6, 3]"
"[140, 6, 3]"
"[141, 6, 3]"
"[140, 6, 3]"
"[141, 6, 3]"
"[140, 6, 3]"
"[141, 6, 3]"
"[140, 6, 3]"
"[140, 6, 3, 1]"
"[141, 6, 3, 1]"
"[140, 6, 3, 1]"
"[139, 6, 3, 1]"
"[140, 6, 3, 1]"
"[139, 6, 3, 1]"
"[140, 6, 3, 1]"
"[139, 6, 3, 1]"
"[140, 6, 3, 1]"
"[139, 6, 3, 1]"
"[140, 6, 3, 1]"
"[139, 6, 3, 1]"
"[138, 6, 3, 1]"
"[137, 6, 3, 1]"
"[136, 6, 3, 1]"
"[135, 6, 3, 1]"
"[134, 6, 3, 1]"
"[133, 6, 3, 1]"
"[134, 6, 3, 1]"
"[135, 6, 3, 1]"
"[136, 6, 3, 1]"
"[135, 6, 3, 1]"
"[136, 6, 3, 1]"
"[137, 6, 3, 1]"
"[136, 6, 3, 1]"
"[137, 6, 3, 1]"
"[138, 6, 3, 1]"
"[139, 6, 3, 1]"
"[138, 6, 3, 1]"
"[139, 6, 3, 1]"
"[140, 6, 3, 1]"
"[141, 6, 3, 1]"
"[142, 6, 3, 1]"
"[143, 6, 3, 1]"
"[144, 6, 3, 1]"
"[143, 6, 3, 1]"
"[144, 6, 3, 1]"
"[145, 6, 3, 1]"
"[146, 6, 3, 1]"
"[145, 6, 3, 1]"
"[146, 6, 3, 1]"
"[147, 6, 3, 1]"
"[146, 6, 3, 1]"
"[146, 6, 3, 1]"
"[147, 6, 3, 1]"
"[148, 6, 3, 1]"
"[149, 6, 3, 1]"
"[150, 6, 3, 1]"
"[149, 6, 3, 1]"
"[150, 6, 3, 1]"
"[151, 6, 3, 1]"
"[150, 6, 3, 1]"
"[151, 6, 3, 1]"
"[152, 6, 3, 1]"
"[153, 6, 3, 1]"
"[154, 6, 3, 1]"
"[154, 5, 3, 1]"
"[155, 5, 3, 1]"
"[154, 5, 3, 1]"
"[153, 5, 3, 1]"
"[152, 5, 3, 1]"
"[153, 5, 3, 1]"
"[154, 5, 3, 1]"
"[153, 5, 3, 1]"
"[152, 5, 3, 1]"
"[151, 5, 3, 1]"
"[150, 5, 3, 1]"
"[150, 6, 3, 1]"
"[149, 6, 3, 1]"
"[150, 6, 3, 1]"
"[150, 7, 3, 1]"
"[149, 7, 3, 1]"
"[150, 7, 3, 1]"
"[151, 7, 3, 1]"
"[150, 7, 3, 1]"
"[151, 7, 3, 1]"
"[150, 7, 3, 1]"
"[149, 7, 3, 1]"
"[148, 7, 3, 1]"
"[149, 7, 3, 1]"
"[150, 7, 3, 1]"
"[151, 7, 3, 1]"
"[150, 7, 3, 1]"
"[149, 7, 3, 1]"
"[150, 7, 3, 1]"
"[151, 7, 3, 1]"
"[150, 7, 3, 1]"
"[151, 7, 3, 1]"
"[151, 7, 4, 1]"
"[151, 7, 4, 1]"
"[152, 7, 4, 1]"
"[151, 7, 4, 1]"
"[151, 6, 4, 1]"
"[152, 6, 4, 1]"
"[151, 6, 4, 1]"
"[150, 6, 4, 1]"
"[151, 6, 4, 1]"
"[150, 6, 4, 1]"
"[151, 6, 4, 1]"
"[152, 6, 4, 1]"
"[153, 6, 4, 1]"
"[154, 6, 4, 1]"
"[154, 6, 4, 1]"
"[155, 6, 4, 1]"
"[155, 7, 4, 1]"
"[156, 7, 4, 1]"
"[157, 7, 4, 1]"
"[158, 7, 4, 1]"
"[159, 7, 4, 1]"
"[160, 7, 4, 1]"
"[159, 7, 4, 1]"
"[158, 7, 4, 1]"
"[159, 7, 4, 1]"
"[159, 7, 5, 1]"
"[160, 7, 5, 1]"
"[159, 7, 5, 1]"
"[158, 7, 5, 1]"
"[159, 7, 5, 1]"
"[158, 7, 5, 1]"
"[159, 7, 5, 1]"
"[160, 7, 5, 1]"
"[161, 7, 5, 1]"
"[162, 7, 5, 1]"
"[163, 7, 5, 1]"
"[163, 7, 5, 1, 1]"
"[162, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[165, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[165, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[165, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[162, 7, 5, 1, 1]"
"[161, 7, 5, 1, 1]"
"[162, 7, 5, 1, 1]"
"[161, 7, 5, 1, 1]"
"[162, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[165, 7, 5, 1, 1]"
"[166, 7, 5, 1, 1]"
"[165, 7, 5, 1, 1]"
"[165, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[162, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[165, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[165, 7, 5, 1, 1]"
"[166, 7, 5, 1, 1]"
"[167, 7, 5, 1, 1]"
"[168, 7, 5, 1, 1]"
"[167, 7, 5, 1, 1]"
"[166, 7, 5, 1, 1]"
"[165, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[165, 7, 5, 1, 1]"
"[164, 7, 5, 1, 1]"
"[163, 7, 5, 1, 1]"
"[163, 6, 5, 1, 1]"
"[162, 6, 5, 1, 1]"
"[161, 6, 5, 1, 1]"
"[162, 6, 5, 1, 1]"
"[161, 6, 5, 1, 1]"
"[160, 6, 5, 1, 1]"
"[159, 6, 5, 1, 1]"
"[158, 6, 5, 1, 1]"
"[157, 6, 5, 1, 1]"
"[156, 6, 5, 1, 1]"
"[155, 6, 5, 1, 1]"
"[156, 6, 5, 1, 1]"
"[155, 6, 5, 1, 1]"
"[156, 6, 5, 1, 1]"
"[157, 6, 5, 1, 1]"
"[158, 6, 5, 1, 1]"
"[159, 6, 5, 1, 1]"
"[160, 6, 5, 1, 1]"
"[159, 6, 5, 1, 1]"
"[158, 6, 5, 1, 1]"
"[157, 6, 5, 1, 1]"
"[158, 6, 5, 1, 1]"
"[157, 6, 5, 1, 1]"
"[158, 6, 5, 1, 1]"
"[159, 6, 5, 1, 1]"
"[160, 6, 5, 1, 1]"
"[161, 6, 5, 1, 1]"
"[162, 6, 5, 1, 1]"
"[163, 6, 5, 1, 1]"
"[164, 6, 5, 1, 1]"
"[163, 6, 5, 1, 1]"
"[162, 6, 5, 1, 1]"
"[163, 6, 5, 1, 1]"
"[164, 6, 5, 1, 1]"
"[165, 6, 5, 1, 1]"
"[164, 6, 5, 1, 1]"
"[165, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[167, 6, 5, 1, 1]"
"[167, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[167, 6, 5, 1, 1]"
"[168, 6, 5, 1, 1]"
"[167, 6, 5, 1, 1]"
"[167, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[165, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[165, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[165, 6, 5, 1, 1]"
"[164, 6, 5, 1, 1]"
"[165, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[167, 6, 5, 1, 1]"
"[168, 6, 5, 1, 1]"
"[167, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[165, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[167, 6, 5, 1, 1]"
"[168, 6, 5, 1, 1]"
"[167, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[167, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[165, 6, 5, 1, 1]"
"[165, 5, 5, 1, 1]"
"[164, 5, 5, 1, 1]"
"[163, 5, 5, 1, 1]"
"[163, 5, 5, 1, 1]"
"[162, 5, 5, 1, 1]"
"[162, 6, 5, 1, 1]"
"[163, 6, 5, 1, 1]"
"[162, 6, 5, 1, 1]"
"[161, 6, 5, 1, 1]"
"[160, 6, 5, 1, 1]"
"[161, 6, 5, 1, 1]"
"[162, 6, 5, 1, 1]"
"[163, 6, 5, 1, 1]"
"[164, 6, 5, 1, 1]"
"[165, 6, 5, 1, 1]"
"[164, 6, 5, 1, 1]"
"[165, 6, 5, 1, 1]"
"[166, 6, 5, 1, 1]"
"[166, 6, 6, 1, 1]"
"[166, 6, 7, 1, 1]"
"[165, 6, 7, 1, 1]"
"[164, 6, 7, 1, 1]"
"[165, 6, 7, 1, 1]"
"[165, 6, 7, 1, 1]"
"[165, 6, 7, 1, 1]"
"[164, 6, 7, 1, 1]"
"[164, 6, 6, 1, 1]"
"[165, 6, 6, 1, 1]"
"[166, 6, 6, 1, 1]"
"[165, 6, 6, 1, 1]"
"[166, 6, 6, 1, 1]"
"[167, 6, 6, 1, 1]"
"[168, 6, 6, 1, 1]"
"[168, 6, 7, 1, 1]"
"[168, 6, 6, 1, 1]"
"[168, 6, 6, 1, 1, 1]"
"[168, 6, 7, 1, 1, 1]"
"[167, 6, 7, 1, 1, 1]"
"[168, 6, 7, 1, 1, 1]"
"[167, 6, 7, 1, 1, 1]"
"[166, 6, 7, 1, 1, 1]"
"[165, 6, 7, 1, 1, 1]"
"[166, 6, 7, 1, 1, 1]"
"[165, 6, 7, 1, 1, 1]"
"[166, 6, 7, 1, 1, 1]"
"[165, 6, 7, 1, 1, 1]"
"[164, 6, 7, 1, 1, 1]"
"[165, 6, 7, 1, 1, 1]"
"[166, 6, 7, 1, 1, 1]"
"[165, 6, 7, 1, 1, 1]"
"[164, 6, 7, 1, 1, 1]"
"[163, 6, 7, 1, 1, 1]"
"[164, 6, 7, 1, 1, 1]"
"[163, 6, 7, 1, 1, 1]"
"[164, 6, 7, 1, 1, 1]"
"[163, 6, 7, 1, 1, 1]"
"[164, 6, 7, 1, 1, 1]"
"[165, 6, 7, 1, 1, 1]"
"[164, 6, 7, 1, 1, 1]"
"[163, 6, 7, 1, 1, 1]"
"[164, 6, 7, 1, 1, 1]"
"[163, 6, 7, 1, 1, 1]"
"[164, 6, 7, 1, 1, 1]"
"[164, 6, 6, 1, 1, 1]"
"[164, 6, 6, 1, 1, 1]"
"[163, 6, 6, 1, 1, 1]"
"[164, 6, 6, 1, 1, 1]"
"[165, 6, 6, 1, 1, 1]"
"[166, 6, 6, 1, 1, 1]"
"[167, 6, 6, 1, 1, 1]"
"[166, 6, 6, 1, 1, 1]"
"[165, 6, 6, 1, 1, 1]"
"[164, 6, 6, 1, 1, 1]"
"[163, 6, 6, 1, 1, 1]"
"[164, 6, 6, 1, 1, 1]"
"[163, 6, 6, 1, 1, 1]"
"[164, 6, 6, 1, 1, 1]"
"[163, 6, 6, 1, 1, 1]"
"[164, 6, 6, 1, 1, 1]"
"[163, 6, 6, 1, 1, 1]"
"[162, 6, 6, 1, 1, 1]"
"[161, 6, 6, 1, 1, 1]"
"[162, 6, 6, 1, 1, 1]"
"[161, 6, 6, 1, 1, 1]"
"[162, 6, 6, 1, 1, 1]"
"[163, 6, 6, 1, 1, 1]"
"[162, 6, 6, 1, 1, 1]"
"[163, 6, 6, 1, 1, 1]"
"[162, 6, 6, 1, 1, 1]"
"[161, 6, 6, 1, 1, 1]"
"[162, 6, 6, 1, 1, 1]"
"[161, 6, 6, 1, 1, 1]"
"[160, 6, 6, 1, 1, 1]"
"[159, 6, 6, 1, 1, 1]"
"[158, 6, 6, 1, 1, 1]"
"[159, 6, 6, 1, 1, 1]"
"[158, 6, 6, 1, 1, 1]"
"[158, 6, 6, 2, 1, 1]"
"[159, 6, 6, 2, 1, 1]"
"[160, 6, 6, 2, 1, 1]"
"[159, 6, 6, 2, 1, 1]"
"[160, 6, 6, 2, 1, 1]"
"[161, 6, 6, 2, 1, 1]"
"[160, 6, 6, 2, 1, 1]"
"[161, 6, 6, 2, 1, 1]"
"[160, 6, 6, 2, 1, 1]"
"[159, 6, 6, 2, 1, 1]"
"[160, 6, 6, 2, 1, 1]"
"[160, 6, 6, 2, 1, 1, 1]"
"[160, 6, 6, 3, 1, 1, 1]"
"[161, 6, 6, 3, 1, 1, 1]"
"[160, 6, 6, 3, 1, 1, 1]"
"[161, 6, 6, 3, 1, 1, 1]"
"[160, 6, 6, 3, 1, 1, 1]"
"[161, 6, 6, 3, 1, 1, 1]"
"[160, 6, 6, 3, 1, 1, 1]"
"[161, 6, 6, 3, 1, 1, 1]"
"[160, 6, 6, 3, 1, 1, 1]"
"[161, 6, 6, 3, 1, 1, 1]"
"[160, 6, 6, 3, 1, 1, 1]"
"[159, 6, 6, 3, 1, 1, 1]"
"[159, 7, 6, 3, 1, 1, 1]"
"[160, 7, 6, 3, 1, 1, 1]"
"[161, 7, 6, 3, 1, 1, 1]"
"[162, 7, 6, 3, 1, 1, 1]"
"[161, 7, 6, 3, 1, 1, 1]"
"[162, 7, 6, 3, 1, 1, 1]"
"[163, 7, 6, 3, 1, 1, 1]"
"[163, 6, 6, 3, 1, 1, 1]"
"[164, 6, 6, 3, 1, 1, 1]"
"[163, 6, 6, 3, 1, 1, 1]"
"[163, 7, 6, 3, 1, 1, 1]"
"[163, 7, 6, 3, 0, 1, 1]"
"[162, 7, 6, 3, 0, 1, 1]"
"[162, 7, 6, 2, 0, 1, 1]"
"[162, 7, 6, 3, 0, 1, 1]"
"[163, 7, 6, 3, 0, 1, 1]"
"[162, 7, 6, 3, 0, 1, 1]"
"[161, 7, 6, 3, 0, 1, 1]"
"[162, 7, 6, 3, 0, 1, 1]"
"[162, 8, 6, 3, 0, 1, 1]"
"[163, 8, 6, 3, 0, 1, 1]"
"[164, 8, 6, 3, 0, 1, 1]"
"[163, 8, 6, 3, 0, 1, 1]"
"[162, 8, 6, 3, 0, 1, 1]"
"[161, 8, 6, 3, 0, 1, 1]"
"[160, 8, 6, 3, 0, 1, 1]"
"[159, 8, 6, 3, 0, 1, 1]"
"[158, 8, 6, 3, 0, 1, 1]"
"[157, 8, 6, 3, 0, 1, 1]"
"[158, 8, 6, 3, 0, 1, 1]"
"[158, 7, 6, 3, 0, 1, 1]"
"[157, 7, 6, 3, 0, 1, 1]"
"[158, 7, 6, 3, 0, 1, 1]"
"[157, 7, 6, 3, 0, 1, 1]"
"[156, 7, 6, 3, 0, 1, 1]"
"[156, 8, 6, 3, 0, 1, 1]"
"[156, 8, 6, 2, 0, 1, 1]"
"[157, 8, 6, 2, 0, 1, 1]"
"[156, 8, 6, 2, 0, 1, 1]"
"[157, 8, 6, 2, 0, 1, 1]"
"[158, 8, 6, 2, 0, 1, 1]"
"[159, 8, 6, 2, 0, 1, 1]"
"[158, 8, 6, 2, 0, 1, 1]"
"[159, 8, 6, 2, 0, 1, 1]"
"[160, 8, 6, 2, 0, 1, 1]"
"[160, 9, 6, 2, 0, 1, 1]"
"[160, 10, 6, 2, 0, 1, 1]"
"[160, 11, 6, 2, 0, 1, 1]"
"[159, 11, 6, 2, 0, 1, 1]"
"[159, 11, 6, 2, 0, 1, 1, 1]"
"[158, 11, 6, 2, 0, 1, 1, 1]"
"[158, 11, 5, 2, 0, 1, 1, 1]"
"[157, 11, 5, 2, 0, 1, 1, 1]"
"[156, 11, 5, 2, 0, 1, 1, 1]"
"[156, 11, 5, 2, 0, 1, 1, 1]"
"[157, 11, 5, 2, 0, 1, 1, 1]"
"[158, 11, 5, 2, 0, 1, 1, 1]"
"[157, 11, 5, 2, 0, 1, 1, 1]"
"[156, 11, 5, 2, 0, 1, 1, 1]"
"[155, 11, 5, 2, 0, 1, 1, 1]"
"[156, 11, 5, 2, 0, 1, 1, 1]"
"[156, 12, 5, 2, 0, 1, 1, 1]"
"[157, 12, 5, 2, 0, 1, 1, 1]"
"[156, 12, 5, 2, 0, 1, 1, 1]"
"[155, 12, 5, 2, 0, 1, 1, 1]"
"[155, 12, 6, 2, 0, 1, 1, 1]"
"[154, 12, 6, 2, 0, 1, 1, 1]"
"[154, 11, 6, 2, 0, 1, 1, 1]"
"[154, 11, 7, 2, 0, 1, 1, 1]"
"[153, 11, 7, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[152, 11, 8, 2, 0, 1, 1, 1]"
"[152, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[152, 11, 8, 2, 0, 1, 1, 1]"
"[151, 11, 8, 2, 0, 1, 1, 1]"
"[152, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[152, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[154, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[154, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[154, 11, 8, 2, 0, 1, 1, 1]"
"[155, 11, 8, 2, 0, 1, 1, 1]"
"[154, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[154, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[154, 11, 8, 2, 0, 1, 1, 1]"
"[155, 11, 8, 2, 0, 1, 1, 1]"
"[154, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 7, 2, 0, 1, 1, 1]"
"[154, 11, 7, 2, 0, 1, 1, 1]"
"[155, 11, 7, 2, 0, 1, 1, 1]"
"[154, 11, 7, 2, 0, 1, 1, 1]"
"[155, 11, 7, 2, 0, 1, 1, 1]"
"[156, 11, 7, 2, 0, 1, 1, 1]"
"[155, 11, 7, 2, 0, 1, 1, 1]"
"[155, 11, 8, 2, 0, 1, 1, 1]"
"[156, 11, 8, 2, 0, 1, 1, 1]"
"[155, 11, 8, 2, 0, 1, 1, 1]"
"[154, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
"[152, 11, 8, 2, 0, 1, 1, 1]"
"[151, 11, 8, 2, 0, 1, 1, 1]"
"[152, 11, 8, 2, 0, 1, 1, 1]"
"[153, 11, 8, 2, 0, 1, 1, 1]"
